,timestamp,x,y,z,w
0,1456704184615859,8.712577365121579e-06,2.1974012491774294e-06,1.6644571425701995e-05,1.2792854111259851e-05
1,1456704184637877,4.7282873153859076e-05,1.0796473151008358e-05,1.9450947406354162e-05,3.928913338613255e-05
2,1456704184661848,8.312060795856464e-05,1.8325391974576188e-05,2.1110702750216495e-05,6.29723030045017e-05
3,1456704184676855,0.00011359652297625344,2.3889471899415324e-05,2.0948458143964023e-05,8.154112550654401e-05
4,1456704184697894,0.00013601998371633905,2.7155624720025277e-05,1.9229661092749498e-05,9.315710380599507e-05
5,1456704184722104,0.00014872217837311178,2.8318062473075563e-05,1.707289827117232e-05,9.710796267016865e-05
6,1456704184736856,0.0001524039776103218,2.7894844452994545e-05,1.598987766592937e-05,9.444660378400296e-05
7,1456704184758209,0.00015081963963452932,2.6518540560750752e-05,1.72749232472866e-05,8.812760174758785e-05
8,1456704184797567,0.00015001756385295585,2.482316331118337e-05,2.150965279450804e-05,8.231621965013218e-05
9,1456704184798567,0.00015605828425878328,2.3414251226725664e-05,2.8388368130099206e-05,8.092825909038247e-05
10,1456704184819568,0.0001720391794332442,2.2850067838393756e-05,3.691710884948522e-05,8.590079070823949e-05
11,1456704184841895,0.00019586582253045882,2.3576373011995785e-05,4.5834352887648216e-05,9.599102879557767e-05
12,1456704184859094,0.00022012128632572053,2.5804239817732783e-05,5.396908758916044e-05,0.00010684936590585426
13,1456704184879606,0.0002345272271358601,2.938505917242778e-05,6.034355677345658e-05,0.00011260336229174662
14,1456704184915606,0.00023019504896729838,3.380881523245721e-05,6.411276223559067e-05,0.00010839316873626787
15,1456704184939608,0.00020380393151412675,3.8471716395292506e-05,6.463783615807745e-05,9.268509437081425e-05
16,1456704184940608,0.00015972091392643068,4.322636366890744e-05,6.18796002463024e-05,6.820799522797469e-05
17,1456704184960614,0.00010907196962980422,4.892167303322331e-05,5.6948860126217616e-05,4.10543667169089e-05
18,1456704184976620,6.624512387175777e-05,5.739359588936808e-05,5.237171662345739e-05,1.8428633788701436e-05
19,1456704184999622,4.431977966883244e-05,7.05500593449159e-05,5.168081497357467e-05,6.099489575092284e-06
20,1456704185020785,5.10664000648614e-05,8.884041157401387e-05,5.833152029953382e-05,6.5412172085227725e-06
21,1456704185036624,8.673062176956427e-05,0.00011002338467744543,7.439938827619537e-05,1.82786388119507e-05
22,1456704185059630,0.00014419175510223432,0.0001292103694348244,9.969739857068246e-05,3.649784827236478e-05
23,1456704185080637,0.00021137995904769305,0.00014059572980519753,0.00013172133057791672,5.470621214129166e-05
24,1456704185096638,0.00027512002022110524,0.00014043098872999716,0.00016638026316285678,6.701080846995041e-05
25,1456704185119639,0.0003250950730546557,0.00013003888299682994,0.0001991288245453018,7.033273015878995e-05
26,1456704185141640,0.00035664006705461026,0.0001172940106978721,0.0002260665496831271,6.569833886159489e-05
27,1456704185156646,0.0003715830748215311,0.00011526499808990983,0.00024473864542902526,5.791951458328869e-05
28,1456704185179653,0.0003770817879460274,0.00013772656671725644,0.0002545706524160348,5.360998964212547e-05
29,1456704185200660,0.00038294630938249337,0.0001927800489969769,0.0002569353103258421,5.8308065111250774e-05
30,1456704185222661,0.00039806866195105523,0.0002772300072348149,0.00025476830980788025,7.399384543257136e-05
31,1456704185239850,0.00042658956002303473,0.00037480949796796806,0.0002516180575543342,9.819338276600365e-05
32,1456704185260858,0.00046490079419806546,0.00046019285168832544,0.0002503009744653922,0.00012520142522041739
33,1456704185282566,0.0005013609948846541,0.0005080619932650353,0.00025184599301868323,0.00014900148571834882
34,1456704185299365,0.000520357636638592,0.0005035159547251593,0.0002554925230820085,0.00016658715741771672
35,1456704185320615,0.0005100105036376378,0.0004488451488336593,0.0002596851332489368,0.00018001320079707179
36,1456704185342563,0.000469603070236179,0.00036334484089639276,0.0002629919431798758,0.00019591798196832465
37,1456704185361119,0.0004117523749854205,0.0002764057829683257,0.00026396996970589633,0.0002223966865556614
38,1456704185380777,0.00035709828285984143,0.00021713351402120483,0.00026034240683474254,0.00026451886863957346
39,1456704185402789,0.00032424984271172146,0.0002045722922467425,0.00024899557427549284,0.0003207257752102591
40,1456704185419789,0.0003210934736607562,0.00024161039852037757,0.0002278606880916932,0.0003821115455443712
41,1456704185440872,0.0003426944025514616,0.0003142144282453367,0.00019893314055831058,0.000435177295891889
42,1456704185463094,0.00037652350240536387,0.0003963713181414852,0.00017013218303640933,0.00046685160947983136
43,1456704185487605,0.00041084841857345336,0.0004594277393255141,0.00015394046687770542,0.0004693794368452508
44,1456704185500610,0.00044027879923772635,0.0004823765487511633,0.00016275476072832173,0.0004427645386041842
45,1456704185522821,0.00046497359048664497,0.0004586924422639529,0.00020303557053324354,0.00039388293343268024
46,1456704185539607,0.0004850323951547138,0.00039707350600894786,0.0002710585062259114,0.00033325288191955185
47,1456704185562059,0.0004952515636985586,0.00031683724713263927,0.00035219984254971775,0.00027134720117203955
48,1456704185583155,0.0004850451594196289,0.0002409533449586172,0.0004242953178194112,0.00021591718271916745
49,1456704185599824,0.00044446117188403256,0.00018952909525466995,0.00046442482279535877,0.00017107255165110046
50,1456704185621826,0.0003727360567549592,0.00017528288456188204,0.0004572641335787764,0.00013845209725169035
51,1456704185642867,0.00028372416648053423,0.00020155366827089184,0.00040187336693450727,0.0001200715075653055
52,1456704185659864,0.00020419052138781024,0.00026267762506085866,0.00031352952291006876,0.000121032801909642
