,timestamp,x,y,z,w
0,1456704054358492,1.5140128277441167e-05,3.510236711409411e-06,1.3028927315765265e-05,1.0278852234978833e-05
1,1456704054374493,8.469901202737407e-05,7.516003683616459e-05,4.377784697722445e-05,2.7094336547419793e-05
2,1456704054397494,0.00014982326564874935,0.00013988339577137305,6.791603163043127e-05,4.633493372116967e-05
3,1456704054420024,0.0002072870634991746,0.00019148820591454517,8.085082954611462e-05,6.984175040043654e-05
4,1456704054434513,0.00025522295439719446,0.00022601808549802777,8.119084883270321e-05,9.799155668948335e-05
5,1456704054457509,0.00029234176241155,0.00024249315303551198,7.136497972937344e-05,0.00012877978081501855
6,1456704054479510,0.0003168343001571305,0.00024277282985167754,5.698309624438311e-05,0.0001576234782648825
7,1456704054519058,0.00032604329803562454,0.00023059694499457205,4.4940736715658564e-05,0.00017843269427408857
8,1456704054521056,0.00031744935774766155,0.00021040760799077014,4.096566976286883e-05,0.00018572444240566816
9,1456704054532524,0.00029044172496188746,0.00018650349637994529,4.7633989617424956e-05,0.00017682809602855926
10,1456704054554526,0.00024768929503134245,0.00016261720096516982,6.3617694788327e-05,0.00015311442022999946
11,1456704054578526,0.00019517484339917236,0.00014171192840538944,8.436581938706297e-05,0.00011969330470640925
12,1456704054592527,0.00014078296440813432,0.00012582265550326217,0.00010393897619548143,8.377112275227596e-05
13,1456704054636540,9.212959172114895e-05,0.00011590078343653793,0.00011737337355247594,5.242984910063658e-05
14,1456704054644541,5.463672919777854e-05,0.00011172478316331617,0.00012266841262466522,3.073680022343862e-05
15,1456704054656542,3.058256548304409e-05,0.00011199971164285956,0.00012143721174475676,2.0771402666462343e-05
16,1456704054674738,1.9274829431569145e-05,0.00011474495773446567,0.00011776140106856321,2.1619614649872792e-05
17,1456704054697666,1.8015411745911756e-05,0.00011791958923913626,0.00011578482535281646,3.0041407767617634e-05
18,1456704054712546,2.335059854556094e-05,0.00012002510832954324,0.00011738755222228951,4.151598137484289e-05
19,1456704054735431,3.216704715247224e-05,0.00012037052359440502,0.00012123552355819495,5.149767202845413e-05
20,1456704054758477,4.233470118651885e-05,0.00011893282516085442,0.0001236485887545551,5.669757319838304e-05
21,1456704054772107,5.274492791409906e-05,0.00011608119162035332,0.0001206976185079996,5.603228502692209e-05
22,1456704054795365,6.280756869949734e-05,0.00011246464038174962,0.00011033128203938434,5.081095969282123e-05
23,1456704054818410,7.176589834349936e-05,0.00010905965757329359,9.341642305550064e-05,4.398609343636939e-05
24,1456704054831619,7.835611627091447e-05,0.00010711149264105796,7.325378641233754e-05,3.8767271819810424e-05
25,1456704054854621,8.112951815750937e-05,0.00010776169731310263,5.397190550502291e-05,3.7239045501574405e-05
26,1456704054877623,7.924706819118765e-05,0.00011144157445383733,3.8718541887735006e-05,3.958797310884368e-05
27,1456704054891623,7.316340159012104e-05,0.000117360323251208,2.8548914619190258e-05,4.419359663265792e-05
28,1456704054915128,6.467527098336064e-05,0.0001234504027794835,2.2456665964702946e-05,4.8430894725980095e-05
29,1456704054937635,5.622903139437877e-05,0.00012692855109884907,1.8380172863757132e-05,4.976929926318042e-05
30,1456704054953637,4.98044488444754e-05,0.00012530792889910497,1.4563548497986934e-05,4.6690477250983824e-05
31,1456704054974638,4.59031020374673e-05,0.00011745599608280605,1.0584642934847853e-05,3.9087433413088005e-05
32,1456704054997639,4.31759946082242e-05,0.0001042648326496793,7.656333213055212e-06,2.81163195912307e-05
33,1456704055013912,3.90281134998946e-05,8.864912230348079e-05,8.205875104789768e-06,1.5770822283173206e-05
34,1456704055034651,3.113344092424953e-05,7.480154948695498e-05,1.4994308712499123e-05,4.505323424234408e-06
35,1456704055064653,1.9335966685726893e-05,6.68644030886117e-05,3.010495744245278e-05,-2.974434937320062e-06
36,1456704055073653,7.128464381316771e-06,6.741814050609662e-05,5.4091179944361774e-05,-3.8875279076717905e-06
37,1456704055094654,1.9024342680092913e-06,7.639343294013508e-05,8.550249352303511e-05,4.257392417244826e-06
38,1456704055118378,1.345072116073854e-05,9.103513268747388e-05,0.00012092993706622562,2.2998148455864036e-05
39,1456704055134384,5.0770168827462966e-05,0.00010721168448780488,0.0001556204819471036,5.2061622172148655e-05
40,1456704055155383,0.00011799067788343873,0.00012167627125922227,0.00018458128254937776,8.86352696728255e-05
41,1456704055178446,0.00021097871447276452,0.00013417743873649792,0.00020391648019258107,0.00012722122272255514
42,1456704055194367,0.0003163898409384709,0.00014808109151971172,0.0002119725932071074,0.00016047704470482438
43,1456704055215171,0.0004143407906791601,0.00016869539937308079,0.00020986322774215176,0.0001811224644705726
44,1456704055238183,0.00048442013048109257,0.00019969319679656567,0.00020121499879389654,0.00018440388984781566
45,1456704055254385,0.000512927098249002,0.00023941882933819933,0.00019135873779748856,0.00017003433481914713
46,1456704055274186,0.0004981047369796058,0.0002795644954821823,0.0001862717049148996,0.00014248743271429916
47,1456704055298187,0.00045081055210379167,0.00030781027053934326,0.00019126479682166897,0.00010933155655548231
48,1456704055314187,0.00039035593933612575,0.0003136343888522369,0.000209249574528767,7.848176396887569e-05
