,timestamp,x,y,z,w
0,1456704106043305,0.01649821550630715,0.012564990166973128,0.06289646953970784,0.052353287838752094
1,1456704106066306,0.019928984134555027,0.015328255496061895,0.060928238621099653,0.047775560877506354
2,1456704106082315,0.02382540991592261,0.017356509283787118,0.05790794751213312,0.04392043893082676
3,1456704106103318,0.02844359676057806,0.018170055793520712,0.05305538269493306,0.041188267810078505
4,1456704106127529,0.033678325723182266,0.017729962551843288,0.04619886063626883,0.03956433522740856
5,1456704106142326,0.03905733998911237,0.016491223245132483,0.037957184147714054,0.03867091967712916
6,1456704106163322,0.04387013065922254,0.015251258799027516,0.02970106561053711,0.038040492651201685
7,1456704106187338,0.04737182262123305,0.014824633667387255,0.02324472380045802,0.03747794053856894
8,1456704106218355,0.04898747028343901,0.015685845194922086,0.020346528542946524,0.03730125012345003
9,1456704106219350,0.04847234172333814,0.01775735309120552,0.02219588783154116,0.03832171763830914
10,1456704106240353,0.04599327177371565,0.02045151375175566,0.029065379232322688,0.0415540622323971
11,1456704106269352,0.04208362767888011,0.022942858634476433,0.040231008326762775,0.04774969887368173
12,1456704106279367,0.03746842682880088,0.024525623888421957,0.054160112237152516,0.05692578642652618
13,1456704106309583,0.032847909342934065,0.024876438907652922,0.06887689040062064,0.06809978798952573
14,1456704106336584,0.028758672296017376,0.024117505173282885,0.08237638915449023,0.07938316045626603
15,1456704106360586,0.02556351810326916,0.022699621170670765,0.09298223998127977,0.08844580440568323
16,1456704106361749,0.023524417358375342,0.021203113032995848,0.09959613305373752,0.09320080722415372
17,1456704106380593,0.022856168816390746,0.02015106067822083,0.10181923403354252,0.09244938501957159
18,1456704106405775,0.02366575087630841,0.019879570705673078,0.09993025220205498,0.08622386214318935
19,1456704106420773,0.025759420487033217,0.020468387284774528,0.09471241095294751,0.07568498220648265
20,1456704106439826,0.028425097978767234,0.021726036803172123,0.08715873906418883,0.0626262598570158
21,1456704106464769,0.030399566373506957,0.0232366885184775,0.07814792848699931,0.0488290295614142
22,1456704106480644,0.03021686401285263,0.024482856931609332,0.06823310773418134,0.03560372647697014
23,1456704106500856,0.026970572096795358,0.02503365100763347,0.05766586372630897,0.023786768295488724
24,1456704106516857,0.021265731528154627,0.024735728041357156,0.046659835923282586,0.014236211132967363
25,1456704106539859,0.015900259454611546,0.02380919052510573,0.03573918391107011,0.008540559106271967
