,timestamp,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
0,1456704146278507,0.0,0.008452557820266994,0.008051534525888226,0.04489063653168779,0.004557665999652716,0.0,0.0,0.007179197727794404
1,1456704146278507,0.016918042178280263,0.03954750994817135,0.032058724173281206,0.058917929171983005,0.021910440716318823,0.035596049927151964,0.014714545308648888,0.017626866148659003
2,1456704146278507,0.03402649770573518,0.07054490886188093,0.05638104875594567,0.07189776647961624,0.03912168357331078,0.07075571315556413,0.029828715754491617,0.027897652867022442
3,1456704146278507,0.051100993809497466,0.10102260304736721,0.08072759762678558,0.08383745956998374,0.0559899771034936,0.10499212612758421,0.0451432594231457,0.03791398624461485
4,1456704146280508,0.06792409366572454,0.1305736037328105,0.10481133877601656,0.09475163802835147,0.07232293539674213,0.1378494283535676,0.06046345416100214,0.047603890119910154
5,1456704146280508,0.08429078994100886,0.15881545325186008,0.12835491514898098,0.10466099782537178,0.08794160883310903,0.1689148153110486,0.07560402696677518,0.056902582960508416
6,1456704146283508,0.10001325985826053,0.18539877179753514,0.15109602272870204,0.11359116480705461,0.10268447579634839,0.19782872294603704,0.0903931385078169,0.06575377447818713
7,1456704146283508,0.11492470921599802,0.21001475992123939,0.1727922975996599,0.12157170507280321,0.11641091890531158,0.22429288913131534,0.10467538726289324,0.07411063747171524
8,1456704146288704,0.12888220364070227,0.23240146547419388,0.19322568639720117,0.1286353114868161,0.1290041006486487,0.24807614341530151,0.11831386525794121,0.08193645855573183
9,1456704146288704,0.1417684663443951,0.25234865308238086,0.212206292461526,0.1348171924916887,0.14037315964438157,0.26901784681757956,0.1311913417148483,0.08920498566908774
10,1456704146298721,0.15349269610995164,0.26970115267062167,0.2295756797238891,0.14015468275882131,0.15045465455690568,0.28702897473929195,0.1432106855534816,0.09590049868548944
11,1456704146298721,0.16399051062742823,0.2843606131519946,0.24520958612020438,0.14468708230914182,0.1592132048091631,0.30209092929193476,0.15429466426515576,0.1020176350041913
12,1456704146303706,0.1732231460828597,0.29628564101185667,0.25901996106722774,0.14845571112082148,0.1666413186794923,0.3142522686461182,0.16438526911172105,0.1075610029401711
13,1456704146303706,0.18117605539759313,0.30549035694041804,0.27095621439134004,0.15150414269992962,0.17275844380326122,0.32362361142258433,0.17344271601583625,0.11254460958443402
14,1456704146320520,0.18785705401543415,0.31204145962074425,0.2810055635365626,0.15387855553999374,0.17760930592080332,0.3303709971179156,0.1814442626375441,0.11699111786648554
15,1456704146320520,0.19329416066197255,0.3160539452458825,0.28919240012271763,0.15562811641010527,0.18126161922774658,0.33470798836128207,0.18838296677961325,0.12093093583939152
16,1456704146328221,0.19753326521815573,0.3176856856901034,0.2955766589410084,0.15680528702012342,0.1838032650636193,0.33688682370672,0.1942664906627978,0.12440113693356494
17,1456704146328221,0.2006357298267313,0.317131101191306,0.30025124074914605,0.1574659386578067,0.1853390473107593,0.33718896818908217,0.19911603158332178,0.12744421683743842
18,1456704146333915,0.2026760013448208,0.31461416618650695,0.30333859428030724,0.15766918406273878,0.18598713890132915,0.3359154297717793,0.2029654300865839,0.1301067095735826
19,1456704146333915,0.20373928820109047,0.3103809748290646,0.30498659692633556,0.15747689040436025,0.18587533232882747,0.33337719143615563,0.20586046796644297,0.1324377066428755
20,1456704146350000,0.20391933113235852,0.30469209562527205,0.30536388929226727,0.15695289558744388,0.18513719850320706,0.3298860580077882,0.20785832148869113,0.1344873394995341
