,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
0,0.18188120714382952,0.38846881435294345,0.2285385949346679,0.041622834794012215,0.12007200721137727,0.2714920361955751,0.2561379482074646,0.2499661202086814
1,0.1821751465983037,0.3954309909604843,0.22741700058992906,0.04181411816981215,0.12166561324104384,0.2730863652933295,0.2622094405829759,0.2452507307589296
2,0.18262726294360232,0.4018101974876351,0.2261044150369741,0.04201989343995165,0.12329997228566207,0.2743782562463021,0.2689715288814374,0.2413884827946515
3,0.1832272343389732,0.4075032873488639,0.22462086280899307,0.04223727665518718,0.12496232698973996,0.27534744756634844,0.27638841387932683,0.2385150315790145
4,0.1839595790384868,0.4124277679986357,0.22298798788444035,0.04246311274926751,0.12663844340063174,0.2759777403981544,0.2844072970875497,0.2367485722483849
5,0.184802985857488,0.41652407039280576,0.22122786046784032,0.04269402277373071,0.12831228108456227,0.276257616160244,0.2929589489128211,0.2361857976236917
6,0.1857299653193472,0.4197568736967488,0.2193617817109519,0.04292644642833969,0.12996574846774114,0.2761808356603393,0.3019586513808277,0.236898489946951
7,0.18670686849685653,0.4221154812596925,0.217409144209374,0.043156679419309216,0.13157856612132476,0.2757469674701019,0.3113074564835069,0.23893087959482934
8,0.1876942982039468,0.4236132682844894,0.2153863863310099,0.04338090680919513,0.13312824772913248,0.2749617965713044,0.32089370852145704,0.2422978899033004
9,0.18864790784575086,0.4242862468781324,0.21330606609421487,0.0435952356475186,0.13459020115787151,0.27383756860270464,0.3305947732820932,0.2469843708159176
10,0.1895195544434929,0.4241908451078655,0.2111760786291037,0.04379573220828644,0.13593795484371338,0.2723930356623487,0.3402789015364261,0.2529453944394138
11,0.19025875063243386,0.423401060085534,0.20899905437815128,0.043978470585310084,0.13714352130836951,0.27065329018820344,0.3498071595310948,0.26010763659159475
12,0.1908143451488379,0.4220051891060369,0.20677199452537529,0.04413959969313407,0.13817791113338046,0.26864940305423096,0.3590354013099891,0.268371806496006
13,0.19113635214477112,0.4201023498128673,0.20448620544875384,0.04427543478942239,0.13901180453931866,0.266417912140893,0.3678163067754833,0.2776160220602215
14,0.19117785195626086,0.417798971929894,0.20212757450140295,0.044382577843667226,0.1396163777359537,0.26400022542912666,0.3760015235951896,0.28769996487979865
15,0.19089690046369304,0.4152053945369044,0.1996771966166248,0.04445806846676627,0.13996427229169842,0.26144200121285915,0.38344393068749705,0.2984695874767987
16,0.19025839762523464,0.41243265563133946,0.19711233394184613,0.04449956336345205,0.14003068910943398,0.25879255070521656,0.3900000182076108,0.3097620915751916
17,0.18923586405257886,0.4095895252178676,0.19440767385572372,0.0445055378000991,0.13979458157505947,0.2561042854292205,0.39553236576800604,0.321410868417203
18,0.18781306123569308,0.40677980453876417,0.19153683675943095,0.04447549880146218,0.13923991140961586,0.2534322156350225,0.3999121827228797,0.3332501109370035
19,0.18598537989842576,0.4040998903304096,0.1884740684909213,0.04441019791650354,0.13835691437811928,0.2508335013788126,0.4030218518839644,0.3451188768789977
20,0.18376091743116488,0.4016365914013215,0.1851960326597299,0.044311831559516034,0.1371433051434918,0.2483670546615851,0.4047574137965352,0.3568644782779869
21,0.1811611695695725,0.3994651899868533,0.18168359753324415,0.04418421821649908,0.13560533857913915,0.24609317515785395,0.40503094920161176,0.36834515901287695
22,0.17822127864205736,0.3976477600265991,0.17792349757416095,0.044032942820452704,0.13375864302236354,0.2440731746560517,0.4037728406873119,0.37943207328078704
23,0.17498981349270265,0.3962317824939093,0.1739097516234692,0.043865458740427514,0.1316287480112579,0.2423689230860537,0.4009339035942421,0.3900105956835928
24,0.17152809531461055,0.3952491235603102,0.16964474068202884,0.04369113800939947,0.1292512436086237,0.2410422487423839,0.39648737126168015,0.3999810029889779
25,0.16790911555733026,0.39471545241140304,0.16513988005811575,0.04352126184329284,0.12667153162087508,0.2401541501443029,0.3904306965033657,0.4092585928531048
26,0.16421611004555375,0.39463016541798973,0.16041585429197658,0.04336894611256658,0.12394415888145392,0.2397638121403685,0.38278707939218026,0.4177733426899644
27,0.16054085754991296,0.39497685664222587,0.15550241750666047,0.043248999050437935,0.12113175073515435,0.23992744315527606,0.3736065615571816,0.4254692358737203
28,0.1569817640842776,0.3957243451446283,0.1504377974960662,0.04317771016068731,0.11830358214599702,0.2406969571586195,0.3629664811437007,0.4323033730838631
29,0.15364178018492805,0.3968282478693647,0.1452677727630801,0.043172570178441005,0.11553383806170735,0.24211852588645816,0.35097110654827096,0.4382449449563201
30,0.15062618262449629,0.3982330672414589,0.14004450912651425,0.04325192296157925,0.11289963052248105,0.244231037681645,0.3377503666397375,0.4432740879134934
31,0.14804024124051005,0.3998747302218408,0.1348252446797132,0.043434552006771814,0.11047885508574228,0.24706451782376385,0.3234577200599245,0.44738061778129545
32,0.14598679174047433,0.40168346791184495,0.12967090263751718,0.043739206955115774,0.10834797581215902,0.25063858486974555,0.3082672968312909,0.4505626697188447
33,0.14456374589494778,0.4035868772490498,0.12464469416891225,0.04418407869932702,0.10657982549469892,0.25496103819905125,0.2923704881413411,0.4528253490967205
34,0.14386158417503658,0.4055129793917285,0.11981075086063467,0.04478623504553386,0.10524150123041637,0.26002668918135463,0.27597217546841296,0.4541795536442507
35,0.1439608861264688,0.40739309544063945,0.11523280472740845,0.045561032036736435,0.1043924273692686,0.26581654637336755,0.25928678789313564,0.4546411238166569
36,0.14492995900030828,0.4091643944373469,0.11097291842524323,0.046521519231872616,0.10408264782127187,0.2722974351064588,0.24253434959158016,0.4542304273663677
37,0.14682262774733848,0.4107720087396681,0.1070902615272794,0.0476778606001841,0.10435139837831366,0.2794220850184677,0.22593662989644595,0.4529724122085493
38,0.14967625508031795,0.412170638852779,0.10363992889245544,0.049036795742484415,0.10522599809594514,0.2871296740777412,0.2097134548258375,0.450897088536272
39,0.1535100726510761,0.4133255922191708,0.10067180200157856,0.05060116790083698,0.10672108689873444,0.2953467834755285,0.19407920334982848,0.4480403459533307
40,0.15832391782276287,0.4142132407886309,0.09822946209095793,0.052369544555892066,0.10883822543582516,0.3039886943648005,0.17923950350369414,0.4444449895624375
41,0.16409747339830744,0.4148209379086881,0.09634917391083804,0.05433595285763679,0.11156586356613908,0.3129609475713803,0.1653881560775918,0.4401618900767332
42,0.17079009319632624,0.4151464761764437,0.09505896907741228,0.056489746550534035,0.11487967337299153,0.32216109840198404,0.15270432982259907,0.4352511707669526
43,0.1783412666042904,0.41519717512050575,0.09437786432191712,0.058815614755444126,0.1187432289994878,0.33148062877409845,0.14135007589285378,0.42978337495826185
44,0.1866717381080275,0.4149886730974144,0.09431524845880418,0.061293736282503515,0.12310900092831067,0.3408070105963606,0.13146819610648106,0.4238405553061827
45,0.19568526313455975,0.4145434852998495,0.09487046317159906,0.06390007595247357,0.1279196206119702,0.3500259268988201,0.12318047685291153,0.4175172051444535
46,0.20527095568571124,0.41388939032525773,0.09603259239228892,0.06660681243890823,0.13310936332311712,0.3590236423426075,0.11658627801608075,0.41092093588119016
47,0.21530616443098188,0.4130577162861422,0.097780468868904,0.0693828813161578,0.1386057900872532,0.3676894794071142,0.1117614499407684,0.40417281258444093
48,0.2256597955487833,0.4120816011096667,0.10008290582244804,0.07219461215245555,0.14433148205625598,0.3759183165931601,0.10875754409113526,0.3974072931340735
49,0.23619597936659675,0.4109942900965403,0.10289916220437273,0.07500643406915494,0.1502057949764379,0.3836129988799237,0.10760128595543636,0.3907717575672859
50,0.24677795599214414,0.4098275084814621,0.10617964568879107,0.07778162044798206,0.15614656145778175,0.39068655139272995,0.1082942891875204,0.3844256445619755
51,0.25727203499842743,0.4086099230049022,0.1098668467443234,0.08048304151462413,0.16207167707021314,0.3970641105242752,0.11081300069524763,0.3785392262779781
52,0.2675514652273651,0.4073657026453688,0.11389648531838603,0.08307389505334169,0.16790052378777476,0.40268451303539393,0.11510887161243938,0.3732920559357524
53,0.2775000343897988,0.4061132104633046,0.11819884436291855,0.08551839233350454,0.1735552103398792,0.4075014995053075,0.12110875038675553,0.3688711135105743
54,0.2870152115828151,0.4048638934025621,0.12270026213571815,0.08778238855522735,0.17896163971779086,0.4114844978033152,0.12871549749783714,0.3654686496653092
55,0.2960106552340539,0.4036214612460099,0.1273247557354719,0.08983396115540215,0.18405044245416174,0.4146189612446797,0.1378088280529856,0.3632796972195821
56,0.3044179332448379,0.4023814444253989,0.1319957491357932,0.09164394884469856,0.18875783201038446,0.4169062441965039,0.14824639432647807,0.3624992056411504
57,0.31218733887597977,0.4011312013288135,0.13663787626686608,0.09318646438083032,0.19302643777073286,0.41836301227472616,0.15986512433291927,0.3633187685812905
58,0.3192877387377345,0.3998504259156114,0.14117882103716262,0.0944393855617847,0.19680615048875605,0.4190202225301352,0.17248284102316316,0.36592294860996577
59,0.32570546419283963,0.3985121860650609,0.14555114584610854,0.09538481836126114,0.20005498508193506,0.4189217718137503,0.1859002025005142,0.3704852419778306
60,0.33144235001550004,0.3970844922818797,0.14969405604336905,0.09600952016707832,0.2027399400155295,0.4181229656991076,0.19990301943271224,0.3771637595030569
61,0.3365131093340882,0.39553235329998176,0.15355505074465822,0.09630526953329717,0.20483781386876165,0.4166889646906719,0.21426501225077152,0.3860967208309473
62,0.3409422818448717,0.3938202223339827,0.15709141134619814,0.09626916608130888,0.20633592157787015,0.4146933101346082,0.2287510638809581,0.3973978651012403
63,0.3447609970047053,0.3919146792748155,0.1602714700957673,0.09590383711896196,0.2072326327704294,0.4122165517176175,0.2431210032757457,0.4111518776705971
64,0.3480037717817381,0.38978714430194616,0.16307558455126178,0.09521751916891164,0.2075376388097297,0.4093449366452632,0.2571339230407479,0.42740993108556463
65,0.3507055251967389,0.3874163928311313,0.1654967288096911,0.09422397865690108,0.20727185495915912,0.4061691027336548,0.2705529963758125,0.4461854425679244
66,0.35289894057402305,0.38479064221549264,0.16754060919580788,0.09294224167182083,0.20646689050472847,0.4027827407095056,0.283150717797531,0.46745015622777
67,0.3546122504252984,0.3819090078838792,0.16922523107914042,0.09139612047952228,0.2051640733927788,0.3992812330148853,0.29471444514070577,0.4911306646395133
68,0.3558674782674834,0.3787821899744575,0.1705798891844732,0.08961355122063568,0.20341307915962545,0.3957603082866354,0.3050520611786782,0.5171054905948677
69,0.3566791551599078,0.3754323434091691,0.17164361332099998,0.08762578339295944,0.20127026061704467,0.3923147522301928,0.3139975043669815,0.5452028525454597
70,0.3570535234126509,0.3718921724570737,0.1724631494213862,0.08546647715467959,0.19879679222429752,0.38903719131126746,0.3214158584710372,0.575199242835109
71,0.35698823253702305,0.36820335713747104,0.1730905786411651,0.08317076636851496,0.19605673915517005,0.3860169380698356,0.32720766773830673,0.6068189734378178
72,0.35647252644714955,0.3644144743989053,0.17358068502330187,0.08077433838008323,0.1931151496505552,0.38333887026914815,0.3313121697276373,0.6397348868363384
73,0.3554879202221206,0.3605786250490257,0.17398819043309355,0.0783125711730584,0.1900362556745445,0.3810823066179771,0.3337091991626405,0.6735704548672915
74,0.3540093588352732,0.3567509983703503,0.17436498627155012,0.07581975709256991,0.1868818501290892,0.3793198343684921,0.33441960314767644,0.7079034667983322
75,0.3520068284281847,0.3529865879227892,0.17475749719071967,0.07332843105748818,0.1837098895358332,0.3781160455160379,0.3335041263831854,0.7422714442886783
76,0.34944735775801544,0.34933822277653404,0.1752043075139672,0.07086881163839717,0.18057335092128565,0.3775261575983006,0.33106086063753004,0.7761788334382479
77,0.34629731468061403,0.3458550131600562,0.17573416730041966,0.06846835641717874,0.1775193515537452,0.37759453303421536,0.3272214594946272,0.8091059288312799
78,0.34252487623770295,0.34258124217293234,0.17636447546027706,0.0661514289054422,0.17458852450744825,0.3783531630881371,0.32214636919749146,0.8405194029102554
